name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
O FUTURO É AGROECOLÓGICO,erickcardosor,2013-07-25T17:03:13.000Z,"Candidatura a Dep. Estadual mais jovem do @psol50 em Santa Catarina ✊🏽☀️ Em defesa da agroecologia, do vegetarianismo e dos direitos civilizatórios ✊🏽🌈🌱🍃",0,1620840452,0,erickcardosor,240001610054,https://instagram.com/@erickcardosor,1,https://twitter.com/@erickcardosorr,erickcardosorr,1,0,2017,389,12570,0,3310.28943287037,0.0,2.0
Celso Batista,celsobatista70,2011-07-07T23:03:45.000Z,,1,331284797,0,celsobatista70,150001621551,https://instagram.com/celsobatista70?igshid=YmMyMTA2M2Y=,1,https://twitter.com/celsobatista70?t=tobJomkywTREV01Nv0OfQQ&s=08,celsobatista70,1,1,55,1069,1648,0,4059.0390625,0.0,0.0
Telmário Mota,TelmarioMotaRR,2013-03-25T21:35:34.000Z,,0,1301234378,0,telmariomotarr,230001600038,https://instagram.com/telmariomotarr,1,https://twitter.com/telmariomotarr,telmariomotarr,1,1,10647,316,5667,199,3432.1003009259257,0.0,0.0
Renato Câmara,RenatoCamaraMS,2016-06-07T15:45:26.000Z,Defendo a conservação ambiental e preservação dos recursos hídricos e o direto da pessoa idosa. Deputado Estadual por Mato Grosso do Sul (MS),0,740208049294606336,0,renatocamarams,120001643171,https://www.instagram.com/renatocamarams,1,https://twitter.com/renatocamarams,renatocamarams,1,1,21,9,2,0,2262.343449074074,0.0,0.0
Freitas Jr. 5️⃣0️⃣0️⃣,jrfreitasrn,2009-05-14T14:59:06.000Z,"Candidato a senador (PSOL), educador, servidor público federal e militante ecossocialista.",0,40010167,0,jrfreitasrn,200001612997,https://www.instagram.com/jrfreitasrn,1,https://www.twitter.com/jrfreitasrn,jrfreitasrn,1,1,597,545,2861,2,4843.375625,0.0,0.0
Favio Telis,faviotelis,2011-07-27T22:00:21.000Z,Médico / Prefeito de Jaguarão,0,343655049,0,faviotelis,210001647857,https://www.instagram.com/faviotelis/,1,https://twitter.com/faviotelis,faviotelis,1,1,291,411,3578,0,4039.083090277778,0.0,0.0
Everton Sodario,EvertonSodario,2017-09-27T20:52:06.000Z,"Fui o 25° Prefeito de Mirandópolis-SP, candidato a Dep. Estadual pelo PATRIOTA . Cristão, Direitista, Bolsonarista, Capitalista, Armamentista, Anti-comuna.🇧🇷",0,913144237260197894,0,evertonsodario,250001621461,https://www.instagram.com/evertonsodario,1,https://twitter.com/EvertonSodario,evertonsodario,1,1,75637,206,1110,56,1785.1304861111112,0.0,2.0
Olímpio Rocha 50.000 - Um Deputado Sem Medo!,OlimpioRocha50,2012-12-19T00:48:56.000Z,"☀️ Candidato a Deputado Estadual @psolpb
⚖️ Advogado Popular
📚 Professor
🎓 Mestre C. Jurídicas
🌐 Presidente Conselho Est. Direitos Humanos
#UmDeputadoSemMedo",0,1020992856,0,olimpiorocha50,150001621568,https://instagram.com/olimpiorocha50?igshid=YmMyMTA2M2Y=,1,https://twitter.com/OlimpioRocha50?t=rkC3m7pPqh9OzgkSVqPWzA&s=08,olimpiorocha50,1,1,2025,367,3830,2,3528.9660185185185,2.0,0.0
Dani Menucci,danimenucci,2022-02-11T00:34:32.000Z,"Filha do Rei Jesus
Esposa e mamãe de 3 filhos lindos!
Empreendedora e Professora de Geografia",0,1491933426852806691,0,danimenucci,130001598567,https://instagram.com/danimenucci,1,https://www.twitter.com/danimenucci,danimenucci,1,1,1,9,4,0,187.97601851851854,0.0,0.0
Stories,Stories,2011-10-07T21:22:09.000Z,"Prosa im Web -- @stories sendet Links zu Volltext-Fundstellen, folgt Autorinnen & Autoren.",0,386765663,0,stories,160001723036,https://instagram.com/stories/ed1000.forte/2832936703162803176?igshid=MDJmNzVkMj,1,https://twitter.com/Edmilso53592871?t=zGuI-sAgaIN_KMWvegxuBg&s=09,edmilso53592871,1,0,1051,930,1113,39,3967.1096180555555,0.0,0.0
LucasGovernadorDFé27,lucassallesdf,2019-10-26T10:43:34.000Z,"📍O novo Governador do DF é 27🙏🏼🙏🏾
Mestre em Administração
Cursando Psicologia e MBA Neurociência.
Professor,administrador, publicitário, jornalista.",0,1188043435028176896,0,lucassallesdf,70001653885,https://instagram.com/lucassallesdf?igshid=YmMyMTA2M2Y=,1,https://twitter.com/lucassallesdf?s=11&t=vhF048uLvseXhbP-N77raw,lucassallesdf,1,1,32,105,65,1,1026.5530787037037,2.0,2.0
Hiran Roedel,hiran_roedel,2021-07-05T19:17:09.000Z,"Historiador,
Escritor,
Link para comprar o livro: 
https://t.co/Tn50qi4NXA",0,1412127428781252610,0,hiran_roedel,190001714688,https://www.instagram.com/hiran_roedel/,1,https://twitter.com/hiranroedel,hiranroedel,1,0,55,87,11,1,408.19642361111113,0.0,2.0
Professora Fátima Sena,proffatimasena,2013-03-10T03:17:34.000Z,• Candidata a Deputada Federal. • Apaixonada pelo Tocantins! 💛💙 • Gestora e Professora há + de 17 anos. • Presidente licenciada do PSDB Mulher TO,0,1255953240,0,proffatimasena,270001643926,https://www.instagram.com/proffatimasena/,1,https://twitter.com/proffatimasena,proffatimasena,1,1,61,120,2,0,3447.862800925926,0.0,2.0
fernandojcabral,fernandojcabral,2009-01-06T15:19:46.000Z,,1,18678866,0,fernandojcabral,130001619750,https://www.instagram.com/fernandojcabral/,1,https://twitter.com/fernand10750316,fernand10750316,1,0,0,4,1,0,4971.361273148148,0.0,0.0
Gabriel Belém 4️⃣0️⃣1️⃣2️⃣0️⃣,ogabelem,2020-11-15T17:31:05.000Z,Ex-vendedor de geladinho e advogado formado pela USP. Criador do Athenas pré-vestibulinho. Sou de Jacareí e candidato a Dep. Estadual por SP. 🗳 4️⃣0️⃣1️⃣2️⃣0️⃣,0,1328027681632489475,0,ogabelem,250001620615,https://www.instagram.com/ogabelem/,1,https://twitter.com/ogabelem,ogabelem,1,1,414,335,477,0,640.2700810185185,0.0,0.0
TACIMAR HOENDEL RJ 22555,TacimarHoendel,2018-11-10T18:21:55.000Z,"Um simples carioca apelidado de exterminador de esquerdista — 304 mil seguidores no IG, segue lá 👇🏻",0,1061323078993625088,0,tacimarhoendel,190001596765,https://instagram.com/tacimarhoendel,1,https://twitter.com/tacimarhoendel,tacimarhoendel,1,1,18011,449,962,8,1376.2347800925927,5.0,3.0
Acrísio Sena,acrisiosena,2010-02-25T14:37:36.000Z,🎓Historiador; Mestre em Educação; 👨‍💼Deputado estadual (@ptcearaoficial) Facebookhttp://bit.ly/fb-acrisio4aH Instagrahttp://bit.ly/ig-acrisioYsY,0,117425043,0,acrisiosena,60001633668,https://www.instagram.com/acrisiosena,1,https://mobile.twitter.com/acrisiosena,acrisiosena,1,1,9216,971,46017,73,4556.390555555556,0.0,0.0
Lucas do Liceu,lucasdoliceu,2009-05-01T16:53:52.000Z,,0,36985956,0,lucasdoliceu,250001612279,https://www.instagram.com/lucasdoliceu,1,https://mobile.twitter.com/lucasdoliceu,lucasdoliceu,1,1,295,612,11206,5,4856.295925925926,0.0,0.0
Thiago Gagliasso,thigagliasso,2009-06-30T04:06:41.000Z,"Instagram @thigagliasso Cancelamento é igual fantasma, só aparece pra quem acredita! Vamos ao que interessa!",0,52297557,0,thigagliasso,190001596760,http://www.instagram.com/thigagliasso,1,https://twiter.com/thigagliasso,thigagliasso,1,1,306098,172,4799,1008,4796.828692129629,0.0,0.0
Todd Tomorrow,Todd50_,2015-02-28T21:09:00.000Z,,0,3065007724,0,todd50_,250001619387,https://www.instagram.com/todd50_/,1,https://twitter.com/todd50_,todd50_,1,1,4524,489,4985,21,2727.11875,0.0,0.0
Euller Chaves,cmteuller,2010-01-20T01:42:29.000Z,"🌟Marido de Cris
✌🏽Candidato a Deputado Estadual 55123
🚔Ex-Comandante da Polícia Militar da Paraíba
💼Ex-Presidente do Conselho Nacional de Comandantes-Gerais",0,106589370,0,cmteuller,150001620781,https://www.instagram.com/cmteuller,1,https://twitter.com/cmteuller,cmteuller,1,1,5261,2877,2163,14,4592.928831018518,0.0,5.0
Mari Bueno,MariBuenoeusou,2022-04-26T02:56:05.000Z,Candidata a deputada estadual do RS (MDB),0,1518785777852948480,0,maribuenoeusou,210001647997,https://www.instagram.com/maribuenoeusou/,1,https://twitter.com/MariBuenoeusou,maribuenoeusou,1,1,26,249,61,0,113.87771990740741,0.0,0.0
Deputado Maurici,deputadomaurici,2019-07-29T17:30:41.000Z,"Jornalista, ex-vereador e prefeito de Franco da Rocha. Hoje sou deputado estadual (PT-SP) 🚩 em luta por um país menos desigual e com mais justiça social. 🤝",0,1155893420277358594,1,deputadomaurici,250001611754,https://www.instagram.com/deputadomaurici/,1,https://www.twitter.com/deputadomaurici/,deputadomaurici,1,1,2773,2586,937,15,1115.2703587962963,0.0,0.0
Dree,soudree,2008-11-13T18:46:59.000Z,"✊🏽 Candidato a Deputado Estadual #SP
🎖️150 líderes da renovação política @renovabr
🎓 Bacharel em Comunicação Social

 #insta - https://t.co/XfrKtB3pSf",0,17371281,0,soudree,250001620582,https://www.instagram.com/soudree/,1,https://twitter.com/soudree,soudree,1,1,4586,366,18108,68,5025.217372685185,0.0,3.0
Samantha Cavalca,samanthacavalca,2009-12-05T14:59:27.000Z,"Mãe, esposa, cristã e presidente estadual do PL no meu amado PIAUÍ! 💚💛",0,94806323,0,samanthacavalca,180001601283,https://www.instagram.com/samanthacavalca,1,https://www.twitter.com/samanthacavalca,samanthacavalca,1,1,55957,793,9128,50,4638.375381944445,0.0,0.0
SorayaPresidente,SorayaThronicke,2015-04-15T02:14:50.000Z,Senadora União Brasil/MS. Advogada.,0,3167874665,1,sorayathronicke,280001644128,https://instagram.com/sorayathronicke?igshid=YmMyMTA2M2Y=,1,https://twitter.com/sorayathronicke?s=11&t=ogJh4DhbnGUik7zjQjbinw,sorayathronicke,1,1,125221,620,3745,342,2681.906365740741,0.0,0.0
Hugo Delegado,DelegadoHugo,2018-10-23T22:51:00.000Z,,0,1054867817156227072,0,delegadohugo,250001610149,https://www.instagram.com/delegadohugo/,1,https://twitter.com/DelegadoHugo1,delegadohugo1,1,0,1,34,0,0,1394.0479166666667,0.0,0.0
Anita Santiago,anaksantiiago,2016-12-01T22:25:04.000Z,Somos un olvido constante de lo que esperábamos ser.,0,804451272757653504,0,anaksantiiago,250001611469,https://www.intagram.com/anaksantiiago,1,https://www.twitter.com/anakeylasantiago1,anakeylasantiago1,1,0,4,32,5,0,2085.065925925926,0.0,0.0
Josi Ramos🚨📷🎥🇧🇷,josiramos190,2013-02-05T22:37:15.000Z,"Jornalista policial Plantão 190RS 
Ativista conservadora
Presidente Movimento 
Gaúchas com Bolsonaro
pré candidata a deputada federal- RS  #sdv todos da direita",0,1152254240,0,josiramos190,210001605638,https://www.instagram.com/josiramos190/,1,https://twitter.com/josiramos190,josiramos190,1,1,159,256,2291,1,3480.0574652777777,0.0,3.0
Margarete Philippi,Marphilippi,2010-10-22T14:18:30.000Z,,0,206217067,0,marphilippi,240001610084,https://www.instagran.com/marphilippi,1,https://twitter.com/Marphilippi,marphilippi,1,1,83,384,1278,1,4317.403819444445,0.0,0.0
Douglas Belchior 1375,negrobelchior,2009-08-30T03:57:02.000Z,"Professor de História | @UneafroBrasil | @Coalizaonegra | Filho de EXU, com Ogum e Oxum | Sagitário mesmo! Candidato à Dep. Federal PT SP",0,70042771,1,negrobelchior,250001610693,https://www.instagram.com/negrobelchior/,1,https://twitter.com/negrobelchior,negrobelchior,1,1,34538,2536,12892,195,4735.835393518519,4.0,0.0
Ruth Venceremos 1361,RuthVenceremos,2018-11-10T10:40:56.000Z,"🏳️‍🌈 Candidata a deputada federal pelo DF
👠 Drag queen
🚩 Sou do @movimentosemterra e do @ptbrasil
📚 Pedagoga

https://t.co/46naD4HTqu",0,1061207070412886016,0,ruthvenceremos,70001595677,http://www.instagram.com/ruthvenceremos,1,https://twitter.com/RuthVenceremos,ruthvenceremos,1,1,2210,578,2681,10,1376.5549074074072,4.0,2.0
Orsine Oliveira Jr,OrsineJr,2009-07-01T23:14:59.000Z,🕴Candidato a Deputado Federal 5️⃣5️⃣6️⃣6️⃣  🧳Ex-secretário de Turismo 👨🏻Empresário 🌳Defensor do Turismo do Amazonas #turismoeuacredito #zonafrancadoturismo,0,52885966,0,orsinejr,40001609235,https://instagram.com/orsinejr,1,https://twitter.com/orsinejr,orsinejr,1,1,761,249,3303,8,4795.031261574074,0.0,0.0
Jorge Panzera 🇧🇷,jorgepanzera65,2010-03-08T13:40:32.000Z,"Esposo da Dia, pai da Clarice e Dionísio, defensor dos Dir.Humanos. Candidato a Deputado Estadual. Pres. do PCdoB Pará, Ex-Pres.da IOEPA.",0,121116888,0,jorgepanzera65,140001676616,https://instagram.com/jorgepanzera65?igshid=YmMyMTA2M2Y=,1,https://twitter.com/jorgepanzera65?s=21&t=x6scx5yN5AvN5SYz8X0CGg,jorgepanzera65,1,1,2559,1655,6167,20,4545.430185185185,0.0,0.0
Duda é Lula 1️⃣3️⃣1️⃣8️⃣0️⃣,dudahidalgo13,2019-08-23T17:43:50.000Z,Candidata à Deputada Estadual pelo PT Vereadora em Ribeirão Preto (SP) Estudante de Direito na @direitorp ✊🏽🏳️‍🌈♀️🚩,0,1164956374427721730,0,dudahidalgo13,250001611767,https://www.instagram.com/dudahidalgo13/,1,https://twitter.com/dudahidalgo13,dudahidalgo13,1,1,9983,5921,1941,32,1090.261226851852,0.0,0.0
Clayton Noleto 4011,claytonoleto,2014-12-01T13:28:42.000Z,"Candidato a Deputado Federal 👉4011 /

Ex-secretário de estado da Infraestrutura",0,2900528733,0,claytonoleto,100001607054,https://www.instagram.com/claytonoleto/?hl=pt,1,https://twitter.com/claytonoleto,claytonoleto,1,1,8319,912,30073,15,2816.4384027777783,4.0,4.0
cezar.limma,CezarLimma,2014-09-23T16:47:01.000Z,,0,2781484341,0,cezarlimma,160001654660,https://www.instagram.com/cezarlimma,1,https://twitter.com/cezarloficial,cezarloficial,1,0,20,0,0,0,2885.3006828703706,0.0,0.0
Pedro Ruas,PedroRuasPsol,2009-07-17T16:53:16.000Z,ADVOGADO de trabalhadores e militante SOCIALISTA! Canais: https://t.co/bgjaUJ7u2H  Instagram:  @_pedroruaspsol,0,57692627,1,pedroruaspsol,210001604470,https://www.instagram.com/pedroruaspsol/,1,https://twitter.com/PedroRuasPsol,pedroruaspsol,1,1,47927,900,72131,285,4779.296342592593,0.0,0.0
Dr Lindoso,DrLindoso,2010-06-02T12:59:20.000Z,,0,151034428,0,drlindoso,250001643862,https://instagram.com/drlindoso,1,https://twitter.com/drlindoso,drlindoso,1,1,10,2,22,0,4459.458796296297,0.0,0.0
Odair Cunha 🇧🇷✊🏼,odaircunhamg,2018-08-11T20:25:38.000Z,"Deputado Federal por Minas Gerais, vice-líder do PT na Câmara dos Deputados",0,1028376918540906498,1,odaircunhamg,130001607254,https://www.instagram.com/odaircunhamg/,1,https://twitter.com/odaircunhamg,odaircunhamg,1,1,7108,805,5827,120,1467.1488657407408,0.0,0.0
Coronel Telhada 1190 ⭐️⭐️⭐️,coroneltelhada,2012-12-03T12:55:30.000Z,"Comandei o 1º BPChoque ROTA de maio de 2009 a novembro de 2011. Sou candidato à Dep. Federal, 1190, e Capitão Telhada, meu filho, à Dep. Estadual 11190.",0,986566884,1,coroneltelhada,250001612021,https://www.instagram.com/coroneltelhada/,1,https://twitter.com/coroneltelhada,coroneltelhada,1,1,36737,101,8695,94,3544.461458333333,4.0,4.0
Evandro Varonil ,evandrovaronil,2007-10-28T00:42:59.000Z,"Tuíto de tudo um pouco, mas a internet é o meu domínio.",0,9745332,0,evandrovaronil,250001643758,https://www.instagram.com/evandrovaronil/,1,https://twitter.com/evandrovaronil,evandrovaronil,1,1,888,582,6178,44,5407.970150462963,0.0,0.0
Audic Mota,AudicMota,2022-08-04T17:08:48.000Z,2º Secretário da Assembleia Legislativa do Estado do Ceará,0,1555239147312390145,0,audicmota,60001635804,https://www.instagram.com/audicmota/,1,https://twitter.com/AudicMota,audicmota,1,1,5,12,0,0,13.285555555555556,0.0,0.0
Edney Duarte Jr,edneyduartejr,2010-09-01T22:50:32.000Z,"VOTE 30.000 - DEPUTADO ESTADUAL 🧡 Partido NOVO 🎓 Advogado pela USP, MBA pela FGV e extensão em Empreendedorismo pela Babson College.",0,185824375,1,edneyduartejr,250001597743,https://instagram.com/https://www.instagram.com/edneyduartejr/,1,https://www.twitter.com/https://twitter.com/edneyduartejr,edneyduartejr,1,1,347,202,541,9,4368.048240740741,0.0,2.0
João Padilha Pré-Candidato Deputado Federal,advjoaopadilha,2012-05-17T19:27:26.000Z,"Valores cristãos.
Defesa das garantias Constitucionais",0,583144239,0,advjoaopadilha,240001610787,https://instagram.com/advjoaopadilha?igshid=YmMyMTA2M2Y=,1,https://twitter.com/advjoaopadilha?t=2KVSOUEav_DClOse_Vpbsg&s=09,advjoaopadilha,1,1,908,1312,1554,3,3744.1892824074075,0.0,0.0
Jerry Comper,deputadojerry,2021-09-21T21:47:14.000Z,Deputado Estadual. Represento e luto pelas causas dos municípios em Santa Catarina e pela melhoria da qualidade de vida das pessoas.,0,1440432386261454854,0,deputadojerry,240001605920,https://www.instagram.com/deputadojerry,1,https://www.twitter.com/deputadojerry,deputadojerry,1,1,16,0,15,1,330.0921990740741,0.0,0.0
"Biólogo Henrique, protetor da Fauna Silvestre",BiologoHenrique,2009-07-10T12:16:59.000Z,"Jornalista, Biólogo, Zoólogo, Responsável tec Biólogo do Parque da Restinga do  Barreto #RoninDaDivulgaçãoCientífica , Youtuber do canal do Biólogo Henrique",0,55544977,0,biologohenrique,190001645412,https://www.instagram.com/biologohenrique/,1,https://twitter.com/BiologoHenrique?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwg,biologohenrique,1,1,14376,2201,3782,70,4786.488206018518,0.0,0.0
Pollyana Gama,_pollyanagama,2010-01-10T22:07:16.000Z,"👩🏻‍🏫 Professora, Pré-candidata a Deputada Federal 📚 Vida pública dedicada à Educação | Deputada Federal 2016/18 | Vereadora em Taubaté 2005/16",0,103679234,0,_pollyanagama,250001612130,https://www.instagram.com/_pollyanagama/,1,https://twitter.com/_pollyanagama/,_pollyanagama,1,1,1411,550,7136,41,4602.078287037038,0.0,4.0
Fabrizio Meller,fabriziomeller,2009-03-05T11:28:25.000Z,"Doutor em Administração.
Professor.
Pai.",0,22908605,0,fabriziomeller,160001597840,https://instagram.com/fabriziomeller,1,https://www.twitter.com/fabriziomeller,fabriziomeller,1,1,101,149,266,0,4913.521932870371,0.0,0.0
Wasny 4️⃣3️⃣1️⃣2️⃣3️⃣,WasnydeRoure,2010-03-11T19:36:55.000Z,"Candidato a Deputado Distrital, 5x Deputado Distrital e 1x Deputado Federal, economista, servidor público, marido, pai e avô",0,122153739,0,wasnyderoure,70001596083,HTTPS://WWW.INSTAGRAM.COM/WASNYDEROURE/,1,HTTPS://TWITTER.COM/WASNYDEROURE,wasnyderoure,1,1,3574,108,146,61,4542.18269675926,0.0,0.0
Rossieli Soares,rossieli,2009-12-01T00:55:10.000Z,Candidato a Deputado Federal por São Paulo. Ministro da Educação (2018) e Secretário da Educação de SP (2019/22). Pai do Arthur e marido da Meg.,0,93752949,1,rossieli,250001612105,HTTPS://WWW.INSTAGRAM.COM/ROSSIELI,1,HTTPS://WWW.TWITTER.COM/ROSSIELI,rossieli,1,1,10600,364,4556,43,4642.961689814815,0.0,4.0
Dra Erika Lopes,DraErikaLopes,2012-06-14T19:44:24.000Z,,0,608433161,0,draerikalopes,130001610989,https://www.instagram.com/draerikalopes,1,https://twitter.com/draerikalopesbr,draerikalopesbr,1,0,0,0,0,0,3716.1775,0.0,0.0
Super Osmar Baquit,OsmarBaquit,2012-02-20T11:51:57.000Z,"Fake TROLL do Presidente, do Maior Clube e único clube do Estado. http://t.co/Rq9tHD7aLC",0,497819256,0,osmarbaquit,60001603520,https://instagram.com/osmarbaquit?igshid=YmMyMTA2M2Y=,1,https://twitter.com/osmarbaquit_/status/1549045965977694210?s=21&t=KLd0gOr6q3j6e,osmarbaquit_,1,0,930,180,3475,2,3831.505590277778,0.0,0.0
Alex Costa,Adv_AlexCosta,2022-04-29T04:20:26.000Z,"Amar as pessoas, apreciar as coisas é uma ótima opção.",0,1519894288150286336,0,adv_alexcosta,140001601512,https://instagran.com/adv_alexcosta,1,https://twitter.com/AlexSousaCosta5?t=9McrY_Qoe0lk8cKoBKqYag&s=09,alexsousacosta5,1,0,9,33,15,0,110.81914351851852,0.0,0.0
Rafa Zampronio,rafazampronio,2010-06-09T23:10:14.000Z,"• 🇧🇷 Vereador da Cidade de Guarulhos 👔
• Bombeiro 👨🏻‍🚒
• Palestrante 📚 #OTrabalhoNaoPara 👊🏻",0,153932805,0,rafazampronio,250001620606,https://www.instagram.com/RafaZampronio/,1,https://www.twitter.com/RafaZampronio/,rafazampronio,1,1,52,2,0,0,4452.034560185185,0.0,0.0
Eu sou CONGE dele,rosangelawmoro,2019-04-02T15:28:17.000Z,"Mãe, advogada, conge do Ministro Sergio Moro",0,1113100850090643460,0,rosangelawmoro,250001602030,https://www.instagram.com/rosangelawmoro/,1,https://twitter.com/rosangelamorosp,rosangelamorosp,1,0,1882,8,3,2,1233.3553587962963,0.0,0.0
🇧🇷Vote Beto Reis 4️⃣0️⃣1️⃣6️⃣,voucombeto,2017-07-09T02:03:45.000Z,Deputado Federal🇧🇷4️⃣0️⃣1️⃣6️⃣,0,883869252083752962,0,voucombeto,250001620301,https://instagram.com/voucombeto,1,https://twitter.com/voucombeto,voucombeto,1,1,480,51,1875,0,1865.9140625,0.0,0.0
Carlos Weiss,XandeWeiss,2014-07-05T14:02:58.000Z,,0,2676029849,0,xandeweiss,190001598400,https://instagram.com/xandeweiss,1,https://www.twitter.com/xande_weiss,xande_weiss,1,0,28,44,0,0,2965.4146064814818,0.0,0.0
